date,ticker,period,period_label,fiscal_year,currency,is_sales_revenue_turnover,is_sales_and_services_revenues,is_cogs,is_cog_and_services_sold,is_gross_profit,is_operating_expn,is_sg_and_a_expense,is_operating_expenses_r_and_d,is_other_operating_expenses,is_oper_income,is_nonop_income_loss,is_net_interest_expense,is_int_expense,is_int_income,is_other_nonop_income_loss,is_pretax_income,is_inc_tax_exp,is_inc_bef_xo_item,is_xo_gl_net_of_tax,is_extraord_items_and_acctg_chng,is_ni_including_minority_int_ratio,is_min_noncontrol_interest_credits,is_net_income,is_earn_for_common,is_avg_num_sh_for_eps,eps,eps_cont_ops,is_sh_for_diluted_eps,diluted_eps,dil_eps_cont_ops,ebitda,ebitda_margin,ebita,ebit,gross_margin,oper_margin,profit_margin,is_depr_exp,div_per_shr,is_discontinued_operations,is_tot_cash_pfd_dvd,bs_c_and_ce_and_sti_detailed,bs_cash_near_cash_item,bs_acct_note_rcv,bs_accts_rec_excl_notes_rec,bs_other_current_receivable,bs_inventories,bs_invtry_raw_materials,bs_invtry_finished_goods,bs_other_inv,bs_cur_asset_report,bs_lt_invest,bs_long_term_investments,bs_other_assets_def_chrg_other,bs_disclosed_intangibles,bs_other_intangible_assets_detailed,bs_other_noncurrent_assets_detailed,bs_tot_non_cur_asset,bs_tot_asset,bs_acct_payable_and_accruals_detailed,bs_acct_payable,bs_taxes_payable,bs_other_current_liabs_sub_detailed,bs_other_current_liabs_detailed,bs_cur_liab,bs_lt_borrow,bs_long_term_borrowings_detailed,bs_other_noncur_liabs_sub_detailed,bs_other_noncurrent_liabs_detailed,bs_non_cur_liab,bs_tot_liab,bs_sh_cap_and_apic,bs_common_stock,bs_add_paid_in_cap,bs_pure_retained_earnings,bs_eqty_bef_minority_int_detailed,bs_minority_noncontrolling_interest,bs_total_equity,bs_tot_liab_and_eqy,bs_sh_out,net_debt,net_debt_to_shrhldr_eqty,tce_ratio,cur_ratio,cash_conversion_cycle,bs_net_fix_asset,bs_gross_fix_asset,bs_accum_depr,bs_accrual,bs_st_borrow,bs_short_term_debt_detailed,bs_other_current_assets_detailed,bs_other_ins_res_to_shrhldr_eqy,bs_mkt_sec_other_st_invest,bs_accrued_liabilities,bs_goodwill,bs_st_capital_lease_obligations,bs_lt_capital_lease_obligations,bs_total_capital_leases,bs_deferred_tax_liabs_st,bs_invtry_in_progress,bs_invtry_adj,bs_loans_receivable,bs_st_deferred_revenue,bs_pfd_eqty_and_hybrid_cptl,cf_net_inc,cf_depr_amort,cf_non_cash_items_detailed,cf_stock_based_compensation,cf_def_inc_tax,cf_other_non_cash_adj_less_detailed,cf_chng_non_cash_work_cap,cf_acct_rcv_unbilled_rev,cf_change_in_inventories,cf_change_in_accounts_payable,cf_cash_from_oper,cf_disp_fxd_and_intangibles_detailed,cf_disposal_of_fixed_prod_assets,cf_acquis_fxd_and_intang_detailed,cf_purchase_of_fixed_prod_assets,cf_other_investing_act_detailed,cf_cash_from_inv_act,cf_nt_csh_proc_pymt_debt,cf_pymt_debt_and_capital_lease,cf_proc_fr_repurch_eqty_detailed,cf_incr_cap_stock,cf_other_financing_act_excl_fx,cf_cash_from_fin_act,cf_effect_foreign_exchanges,cf_net_chng_cash,cf_cap_expenditures,cf_free_cash_flow,cf_free_cash_flow_firm,free_cash_flow_equity,free_cash_flow_per_sh,pr_to_free_cash_flow,cash_flow_to_net_inc,cf_dvd_paid,cf_proc_debt_and_capital_lease,cf_nt_csh_rcvd_pd_for_acquis_div,cf_cash_for_acquis_subsidiaries,cf_net_cash_paid_for_aquis,cf_net_chg_in_lt_invest_detailed,cf_decr_invest,cf_incr_invest,cf_change_in_prepaid_assets,cf_inc_dec_in_ot_op_ast_liab_detail,cf_asset_impairment_charge,cf_decr_cap_stock,cf_net_cash_discontinued_ops_inv,cf_net_cash_discont_ops_oper,revenue_per_sh,ebitda_per_sh,oper_inc_per_sh,cash_flow_per_sh,cash_st_investments_per_sh,book_val_per_sh,tang_book_val_per_sh,market_cap,short_and_long_term_debt,enterprise_value,bs_tot_cap,tot_debt_to_tot_cap,total_debt_to_ev,ev_to_ttm_sales,ev_to_ttm_ebitda,ev_to_ttm_ebit,ev_to_ttm_cash_flow_firm,ev_to_ttm_free_cash_flow_firm,diluted_mkt_cap,diluted_ev,ev_to_sh_out,ttm_net_sales,ttm_ebitda,ttm_oper_inc,ttm_cash_flow_firm,ttm_free_cash_flow_firm,NCWC,ROIC,bs_pension_liabilities,cf_acquisition_of_intang_assets,cf_cash_for_divestitures,is_other_oper_income,bs_notes_receivable,bs_amt_of_tsy_stock
2003-06-30,CCJ,quarterly,Q2,2003.0,CAD,219989194.0,219989194.0,161030663.0,161030663.0,58958531.0,46090774.0,10656491.0,,35434283.0,12867757.0,-13104146.0,,,,-13104146.0,25971903.0,-78257463.0,104423882.0,-194516.0,-194516.0,104618398.0,194516.0,104423882.0,102400378.0,337551190.0,0.3033625151788088,0.3093571733519885,337551190.0,0.3033625151788088,0.3093571733519885,43785529.0,23.536657226996475,12867757.0,12867757.0,26.800648671861584,5.849267759942791,47.467732437803285,30917772.0,0.0248905506746991,,2023504.0,38261516.0,38261516.0,129881129.0,129881129.0,14137604.0,329620424.0,296827195.0,3759836.0,329620424.0,572403080.0,,,572091044.0,,,572091044.0,2616570309.0,3188973389.0,123787654.0,123787654.0,,18370931.0,9851412.0,148935567.0,480444414.0,480444414.0,606316358.0,154354991.0,1086760772.0,1235696339.0,687270026.0,,687270026.0,608172363.0,1935697690.0,17579360.0,1953277050.0,3188973389.0,337551192.0,442182898.0,22.638002018198083,56.051663904304846,3.843293388744409,219.03893608310017,2044479265.0,3239443469.0,1194964204.0,,6776982.0,,74640011.0,474449547.0,,451961367.0,,6776982.0,,6776982.0,8519519.0,39096632.0,,,,165804404.0,104424029.0,30917772.0,-93019643.0,,-78815198.0,-14204445.0,-9652141.0,,,,32670017.0,,,-51058665.0,-51058665.0,-1569332.0,-52627997.0,,,4869013.0,4869013.0,1338867.0,-2193955.0,,-22151935.0,-51058665.0,-18388648.0,27199941.0,-34622439.0,-0.0544766202720245,7.961827239096279,0.312859629179463,-8401835.0,,,,,-6969482.0,6617784.0,-13587266.0,,-9652141.0,,-1384.0,,,0.6517209848971351,0.1297152263038977,0.0381209054543697,0.0967853705389099,0.1133502625187012,1.8017189126188533,5.295412070684746,2465005995.4190245,487221396.0,3097349639.4190245,1278777523.0,38.10055988918097,0.1573026789740757,4.117148717933052,17.4924955494984,44.3193409881145,25.67131947836716,13.381906399819655,2465005995.4190245,3097349639.4190245,9.17594051266424,752304532.0,177067339.0,69887087.0,120654088.0,231458026.0,,,,,,,,
2003-06-30,DNN,quarterly,Q3,2003.0,CAD,4418903.93498,4418903.93498,1706635.78282,1706635.78282,2712268.15216,1410017.31702,1248145.3425,,161871.97451999993,1302250.83514,1302250.83514,,,,1302250.83514,,,1516532.45448,,,1516532.45448,,1516532.45448,1516532.45448,56321961.0,0.0269261301906728,0.0269261301906728,56321961.0,0.0269261301906728,0.0269261301906728,1454192.5396,56.8317476299859,1302250.83514,1302250.83514,61.37875346620939,29.469996503689416,34.31919943937102,151941.70446,,,,7456997.120279999,5040905.62448,1425024.0212,1020899.04066,404124.98054,2506844.2733,1384607.48905,,2506844.2733,11647998.774159998,,,17190143.94322,1010235.0,1010235.0,16179908.94322,22519650.80854,34167649.5827,1336848.01644,1336848.01644,,2.3283064365386963e-10,2.3283064365386963e-10,1356015.54184,73763.31876,73763.31876,18608412.85972,18608412.85972,18682176.17848,20038191.72032,51047033.1171,,51047033.1171,-36917575.25472,14129457.86238,,14129457.86238,34167649.5827,79635066.0,-4947974.78032,-35.01885796690115,39.56648317575702,8.589871144363608,57.12873748492414,5329506.86532,12709652.0417,7380145.17638,,19167.5254,19167.5254,259133.3593800012,,2416091.4958,,,17130.288,19698150.5688,19698150.5688,,32455.1725,,,5743185.35964,,525965.88872,151941.70446,15076.35057999997,,,15076.35057999997,-28344.82038,-479403.3638,-188367.38664,563489.64356,664639.12338,5243.69692,5243.69692,-1277989.12196,-1277989.12196,882204.6717999999,1979590.7365,,,472313.71396,472313.71396,-2384333.79448,-1912020.08052,,732209.7793600003,-1277989.12196,-613349.9985799999,,-608106.3016599999,-0.0108900682378584,,0.4382623803510334,,,,,,2370131.48974,48064.49672,2322066.99302,,75936.28649999997,,,,,0.0784579204367546,0.0258192810367522,0.023121546409579,0.0118007099110061,0.1323994581843483,-0.6554738968467381,0.2329326363899154,,92930.84416,-7364066.27612,-36824644.41056,-0.2523604657899988,-0.0126195013292253,0.038118171938093,,,,,,-4947974.78032,0.1855398977287716,27740574.43101,15765453.25174,14733310.66405,,,,,,,,1.1641532182693479e-10,,
2003-06-30,DYL.AX,quarterly,Q1,2003.0,AUD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341045.0,341045.0,141185.0,227741.0,141185.0,473656.0,381312.0,92344.0,,482230.0,134238.0,134238.0,3610298.0,3481142.0,,129156.0,1432143.0,1914373.0,563711.0,115219.0,,142092.0,142092.0,705803.0,,,,,,705803.0,29413907.0,29413907.0,,-28201799.0,1212108.0,-3538.0,1208570.0,1914373.0,1242347.0,-341045.0,-28.21888678355412,63.131375129089264,0.6832359737773854,,1297905.0,1552116.0,254211.0,448492.0,166952.0,166952.0,21686.0,81374.0,500000.0,,3481142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166952.0,-344583.0,1208570.0,1.8336381306055305,-0.2878165167981464,,,,,,,-344583.0,,,,,,,,,,,,,,
2003-06-30,GLO.TO,quarterly,Q2,2003.0,CAD,3768.0,3768.0,,,,29886.0,29321.0,,565.0,-26118.0,-26118.0,,,,-26118.0,,,-26118.0,,,-26118.0,,-26118.0,-26118.0,1131705.0,-0.0230784524235556,-0.0230784524235556,1131705.0,-0.0230784524235556,-0.0230784524235556,-25553.0,-1442.9510891903,-26118.0,-26118.0,100.0,-693.1528662420382,-693.1528662420382,565.0,,,,144287.0,58768.0,6128.0,6128.0,,,,,,216210.0,,,110.0,,,110.0,1534303.0,1750513.0,130.0,130.0,,108238.0,108238.0,108368.0,,,125475.0,,125475.0,233843.0,2159277.0,,2159277.0,-642607.0,1516670.0,,1516670.0,1750513.0,1131705.0,-58768.0,-3.874804670758965,86.6414588180722,1.99514616861066,,1534303.0,1548541.0,14238.0,,,,65795.0,,85519.0,125475.0,,,,,,,,,,,-26118.0,565.0,-25554.0,,,-25554.0,-147107.0,,,,-172660.0,,,-55249.0,-55249.0,-23295.0,-55249.0,,,-76.0,-76.0,120074.0,120074.0,,-107835.0,-55249.0,-227909.0,,-227909.0,-0.2013855200781122,,6.6107665211731375,,,,,,,,,,-147107.0,,,,,0.0033294895754635,-0.0225792057117358,-0.0230784524235556,-0.1525662606421284,0.1274952394837877,-0.5678220030838426,1.340163735249027,,,-144287.0,-642607.0,,,,,,,,,-58768.0,,7299.0,-105321.0,-107661.0,,,,,,,,-3768.0,,
2003-06-30,PDN.AX,quarterly,Q1,2003.0,AUD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82088.375603,82088.375603,115407.783737,118318.883009,115407.783737,763385.03625,,,763385.03625,960881.195591,539039.969814,539039.969814,16466.323476999998,,,16466.323476999998,2903798.210387,3864679.405978,317486.456621,317486.456621,,24995.957199999943,24995.957199999943,869355.577716,13475.999245,13475.999245,11259.99324500002,11259.99324500002,13475.999245,882831.576961,13118948.602539,13118948.602539,,-10254653.936339,2981847.829017,,2981847.829017,3864679.405978,30335482.0,458260.787537,15.368349218815464,77.15640848254036,1.10527984201293,,2348291.917096,2980755.599278,632463.682182,,526873.163895,526873.163895,1.00000761449337e-06,117553.162817,14596.633038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540349.16314,458260.787537,3404643.829339999,15.87094539767904,1.179130263455876,,,,,,,458260.787537,,,,,,,,,,,,,,
2003-06-30,PEN.AX,quarterly,Q1,2003.0,AUD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169843.408889,169843.408889,890.76355,1467.17712,890.76355,551.739669,,,551.739669,170734.17243899993,5103.004139,5103.004139,5.820766091346741e-11,,,5.820766091346741e-11,503435.032208,674169.204647,6393.014042,6393.014042,,807.805554999999,807.805554999999,6393.014042,,,,,,6393.014042,6392420.424224,6392420.424224,,-6044063.148532,667776.190605,,667776.190605,674169.2046470001,319491.0,-169843.408889,-25.434181583372,99.051719657627,26.706365935900127,,503435.032208,515091.771555,11656.739347,,,,-2.9103830456733704e-11,319418.914913,1888.111531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-169843.408889,348357.27569200005,,,,,,,,,-169843.408889,,,,,,,,,,,,,,
2003-06-30,RIO,quarterly,Q1,2003.0,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615000000.0,380000000.0,,2286000000.0,-2286000000.0,1670000000.0,347000000.0,662000000.0,1670000000.0,4571000000.0,,,3889000000.0,1171000000.0,1171000000.0,2718000000.0,17481000000.0,22052000000.0,,1941000000.0,635877942.4065,1941000000.0,1941000000.0,4646000000.0,3486000000.0,3486000000.0,4232000000.0,4232000000.0,7718000000.0,12364000000.0,1774000000.0,155000000.0,1619000000.0,5734000000.0,8791000000.0,897000000.0,9688000000.0,22052000000.0,1290307054.0,5811000000.0,59.98142031379026,40.78827642354293,0.98385708136031,,13592000000.0,24797000000.0,11205000000.0,-1941000000.0,2705000000.0,2705000000.0,2286000000.0,,235000000.0,,,,,,,245000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6191000000.0,6473000000.0,12977000000.0,47.70748246898359,0.956434419898038,,,,,,,6708000000.0,,,,,,,,,,,,,,
2003-06-30,UUUU,quarterly,Q3,2003.0,USD,,,,,,37633.817874,37633.817874,,,-37633.817874,-37633.817874,,,,-37633.817874,,,-39118.620915,,,-39118.620915,,-39118.620915,-39118.620915,75446.0,-0.5184982757866553,-0.5184982757866553,75446.0,-0.5184982757866553,-0.5184982757866553,-37633.817874,,-37633.817874,-37633.817874,,,,,,,,13139.764511,12248.882686,3859.003103,3859.003103,,,,,,16998.767613999982,,,427.29970299999695,,,427.29970299999695,148592.406717,165591.174331,37843.917504,37843.917504,,326537.88475,326537.88475,396630.239499,26956.57145,26956.57145,253534.564349,253534.564349,280491.135799,396630.239499,3588083.713195,,3588083.713195,-3819122.778363,-231039.065168,,-231039.065168,165591.17433100002,913218.0,19999.554559,-8.656351922328517,-139.5237796346418,0.0428579717836739,,148592.406717,148592.406717,,,32248.437245,32248.437245,-1.000000338535756e-06,619310.253874,890.881825,,,,,,,,,,,588867.013606,-43243.760614,,26.570740000002843,,,26.570740000002843,-8530.669386,-3827.536342,,-6409.11078,-51747.85926,,,-2999.947673,-2999.947673,-16422.760904,-2999.947673,,,47049.212055,47049.212055,-777.5429110000041,46271.669144,,-8476.137789,-2999.947673,-54747.806933,,-54747.806933,-0.7256555275693873,,1.3228446721688325,,,,,,,,,-64.081919,1705.9777360000007,,-44.544111,,,,-0.4988179343371418,-0.4988179343371418,-0.6858926816531028,0.1741611816531029,-50.620613132081225,-3.062310330143414,,32248.437245,19108.672734,-3786874.341118,-0.8515845613054931,1.6876335522571624,,,,,,,19999.554559,0.2532761542560242,,-83397.349987,-83397.349987,,,,,,,,,,
2003-09-30,CCJ,quarterly,Q3,2003.0,CAD,232082658.0,232082658.0,157367639.0,157367639.0,74715019.0,61639654.0,11384387.0,,50255267.0,13075365.0,-37201512.0,,,,-37201512.0,50276877.0,17179903.0,33495408.0,-398433.0,-398433.0,33893841.0,398433.0,33495408.0,31246624.0,337285286.0,0.0926415272085127,0.0993088325827531,342822822.0,0.0911451105200925,0.0977047204867825,52704392.0,22.97470333916436,13075365.0,13075365.0,32.19327960299386,5.633925909276686,14.432533774238316,39629027.0,0.0249932308046192,,2248784.0,165872501.0,165872501.0,145012156.0,145012156.0,14137604.0,279754187.0,296827195.0,3759836.0,279754187.0,665279579.0,,,611215559.0,,,611215559.0,2669960832.0,3335240411.0,94589411.0,94589411.0,,19303079.0,8781739.0,120644246.0,355410589.0,355410589.0,647836305.0,177980821.0,1003246894.0,1123891140.0,690425446.0,,690425446.0,633130740.0,2194168017.0,17181253.0,2211349270.0,3335240410.0,337551192.0,189538088.0,8.571151132539095,61.34841003520091,5.514391287256252,188.66330123444504,2058745273.0,3253548082.0,1194802809.0,,6751756.0,,74640735.0,705379525.0,,469855484.0,,6751756.0,,6751756.0,10521340.0,39096632.0,,,,165232307.0,33495235.0,39629027.0,-16251635.0,,15972797.0,-32224432.0,29680013.0,,,,86552640.0,,,-39792620.0,-39792620.0,-2858491.0,-42651111.0,,,3155546.0,3155546.0,98879505.0,93605202.0,,137506731.0,-39792620.0,46760020.0,46760020.0,43939139.0,0.1386364064514809,6.64320744325774,2.5840150984278205,-8429849.0,,,,,-6969482.0,6617784.0,-13587266.0,,29680013.0,,-1384.0,,,0.6880900757704562,0.1562605728374406,0.0387664850579933,0.2566155228010747,0.4917869467925737,1.8771371485206148,6.066428177954967,2649219293.848858,362162345.0,3027922697.848858,1177706645.0,30.751490325504616,0.1196075267236157,3.665308644242199,15.95367126240123,40.13333325357082,16.360070140938674,10.082486897323465,2692714067.622009,3071417471.622009,8.977334095294207,826103063.0,189794728.0,75446579.0,185080056.0,300315064.0,,,,,,,,
2003-09-30,DNN,quarterly,Q4,2003.0,CAD,303235.03968,303235.03968,900350.47996,900350.47996,-597115.44028,808237.58575,667564.15148,,140673.43426999997,-1405353.02603,-1405353.02603,,,,-1405353.02603,,,-515061.81642,,,-515061.81642,,-515061.81642,-515061.81642,56321961.0,0.0269261301906728,0.0269261301906728,56321961.0,0.0269261301906728,0.0269261301906728,-1232698.02361,43.28025044380384,-1405353.02603,-1405353.02603,-196.915053388991,-463.4533751485485,-169.85563969241088,172655.00242,,,,6394463.312460001,4920653.45143,1126408.99246,1126408.99246,404124.98054,2381667.61639,1133693.13225,,1153000.76768,11029765.624449998,,,24433841.70832,1014127.5,1014127.5,23419714.20832,23607761.84239,34637527.46684,1146273.72193,1146273.72193,,-1.3521700000856072,-1.3521700000856072,1165840.974,69029.63067,69029.63067,19712617.10585,19712617.10585,19781646.73652,20947487.71052,51295289.65661,,51295289.65661,-37605248.54812,13690038.40415,,13690038.40415,34637526.11467,79635066.0,-4832055.21652,-35.29614069640017,37.69967021970179,9.460779401530967,73.68000819384696,-826079.8659299994,6222982.46523,7049062.33116,,19568.60424,19568.60424,1127224.35097,,1473809.86103,,,17130.288,19698150.5688,19698150.5688,,94973.71646,,,5743185.35964,,66821720.97425,172655.00242,-619784.8400800098,,,-619784.8400800098,-79648480.33567,-310804.95072,134109.74996,-61248.90821,-13273889.19908,172305.06187,172305.06187,-208428.41312,-208428.41312,-1896271.20854,402754.75568,,,13204.58238,13204.58238,12703096.1765,12716300.75888,,-154833.68451999873,-208428.41312,-13482317.6122,,-13310012.55033,-0.0108900682378584,,25.77144873860343,,,,,,2335149.31547,2340240.93371,-5091.61824,,-79410536.2267,,,,,0.0784579204367546,0.0258192810367522,0.023121546409579,0.0118007099110061,0.1323994581843483,-0.6554738968467381,0.2329326363899154,,88598.23491,-6305865.0775500005,-37516650.31321,-0.236157104033362,-0.0140501317139539,0.038118171938093,,,,,,-4832055.21652,0.1855398977287716,18522374.44649,8016530.048579999,7181540.73452,,,,,,,,1.1641532182693479e-10,,
2003-09-30,GLO.TO,quarterly,Q3,2003.0,CAD,7680.0,7680.0,,,,12002.0,11620.0,,382.0,-4322.0,-4322.0,,,,-4322.0,,,-4322.0,,,-4322.0,,-4322.0,-4322.0,1131705.0,-0.0038190164397965,-0.0038190164397965,1131705.0,-0.0038190164397965,-0.0038190164397965,-3940.0,-697.2543760587239,-4322.0,-4322.0,100.0,-56.27604166666666,-56.27604166666666,382.0,,,,227396.0,35864.0,8664.0,8664.0,,,,,,285818.0,,,110.0,,,110.0,1549752.0,1835570.0,129.0,129.0,,197618.0,197618.0,197747.0,,,125475.0,,125475.0,323222.0,2159277.0,,2159277.0,-646929.0,1512348.0,,1512348.0,1835570.0,1131705.0,-35864.0,-2.3714118708128025,82.39119183686812,1.445372116896843,,1549752.0,1563990.0,14238.0,,,,49758.0,,191532.0,125475.0,,,,,,,,,,,-4322.0,382.0,-25554.0,,,-25554.0,-91300.0,,,,-95240.0,,,-17044.0,-17044.0,-23295.0,-17044.0,,,-76.0,-76.0,89380.0,89380.0,,-22904.0,-17044.0,-112284.0,,-112284.0,-0.0992166686548172,,22.0360944007404,,,,,,,,,,-91300.0,,,,,0.0067862207907537,-0.0034814726452564,-0.0038190164397965,-0.0841562067853371,0.2009322217362298,-0.5716410195236391,1.3363447188092303,,,-227396.0,-646929.0,,,,,,,,,-35864.0,,14168.0,-98787.0,-100917.0,,,,,,,,-7680.0,,
2003-09-30,UUUU,quarterly,Q4,2003.0,USD,,,,,,39207.468715,39207.468715,,,-39207.468715,-39207.468715,,,,-39207.468715,,,-47996.06455,,,-47996.06455,,-47996.06455,-47996.06455,75446.0,-0.5184982757866553,-0.5184982757866553,75446.0,-0.5184982757866553,-0.5184982757866553,-39207.468715,,-39207.468715,-39207.468715,,,,,,,,5869.084509,5869.084509,6398.603726,3859.003103,6398.603726,,,,,12267.688235000009,,,427.29970299999695,,,427.29970299999695,183854.840737,196122.528972,54641.058447,54641.058447,,325030.876295,325030.876295,379671.934742,33233.247299,33233.247299,253534.564349,253534.564349,33233.247299,412905.182041,3636019.879157,,3636019.879157,-3852802.532226,-216782.653069,,-216782.653069,196122.528972,913218.0,27364.16279,-12.622856304508016,-110.5342941503419,0.032311285379406,,183854.840737,183854.840737,,,32248.437245,32248.437245,-1.0000021575251594e-06,619310.253874,890.881825,,,,,,,,,,,588867.013606,-47996.06455,,887.4623750000028,,,887.4623750000028,16698.489772,-3827.536342,,16981.705715,-30410.112403,,,4917.136054,4917.136054,-16422.760904,4917.136054,,,-287.803644,-287.803644,19401.51468,19113.711036,,-6379.265313,4917.136054,-25492.976349,,-25492.976349,-0.7256555275693873,,0.633595956004272,,,,,,,,,-64.081919,-283.21594299999924,,-44.544111,,,,-0.4988179343371418,-0.4988179343371418,-0.6858926816531028,0.1741611816531029,-50.620613132081225,-3.062310330143414,,33233.247299,27364.16279,-3819569.284927,-0.8700783994191942,1.2144806897269596,,,,,,,27364.16279,0.2532761542560242,,-115952.510231,-115952.510231,,,,,,,,,,
2003-12-31,BHP,quarterly,Q1,2004.0,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,997000000.0,812000000.0,4717000000.0,3033000000.0,1684000000.0,1658000000.0,231000000.0,270000000.0,1658000000.0,7372000000.0,2670000000.0,2670000000.0,1786000000.0,7000000.0,7000000.0,1779000000.0,22351000000.0,29723000000.0,2611000000.0,2267000000.0,344000000.0,4379000000.0,4379000000.0,4379000000.0,6414000000.0,6414000000.0,11988000000.0,11988000000.0,11988000000.0,16367000000.0,1752000000.0,1234000000.0,518000000.0,9482000000.0,13042000000.0,314000000.0,13356000000.0,29723000000.0,6215834777.0,-812000000.0,-6.079664570230608,44.92192758110109,1.683489381137246,,20565000000.0,36415000000.0,15850000000.0,4264000000.0,898000000.0,898000000.0,410000000.0,1808000000.0,185000000.0,1365000000.0,3186000000.0,,,,,248000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7312000000.0,-683000000.0,11030000000.0,30.069498704609945,1.2443839346494214,,,,,,,-498000000.0,,,,,,,,,,,,,,
2003-12-31,CCJ,quarterly,Q4,2003.0,CAD,271929561.0,271929561.0,160074646.0,160074646.0,111854915.0,56937380.0,16414970.0,,40522410.0,54917535.0,-385308.0,,,,-385308.0,55302843.0,23074254.0,34747982.0,-2519392.0,-2519392.0,37267374.0,2519392.0,34747982.0,32184743.0,337285286.0,0.0926415272085127,0.0993088325827531,342822822.0,0.0911451105200925,0.0977047204867825,93095326.0,26.01900138909764,54917535.0,54917535.0,41.13378280340768,20.195500186903185,12.778302539899297,38177791.0,0.0249932308046192,,2563239.0,84069303.0,84069303.0,181337112.0,181337112.0,14137604.0,316434368.0,296827195.0,3759836.0,316434368.0,686086564.0,,,625317532.0,,,625317532.0,2745101121.0,3431187685.0,167002448.0,167002448.0,,34315341.0,10078577.0,205648589.0,601048564.0,601048564.0,714888574.0,186639186.0,1315937138.0,1521585727.0,708344712.0,,708344712.0,694423548.0,1894911761.0,14690197.0,1909601958.0,3431187685.0,340616538.0,521310061.0,27.299409639587303,51.0488127087108,3.336208467737165,197.56221571116944,2119783589.0,3314748165.0,1194964576.0,,4330800.0,4330800.0,104245781.0,492143501.0,,528249388.0,,6751756.0,,6751756.0,24236764.0,39096632.0,,,,158021383.0,34747982.0,38177791.0,10132899.0,,16408752.0,-6275853.0,-6643992.0,,,,76414680.0,,,-47395254.0,-47395254.0,573783.0,-46821471.0,,,17918629.0,17918629.0,-132499827.0,-111395530.0,,-81802321.0,-47395254.0,29019426.0,29019426.0,19245263.0,0.1386364064514809,8.205885001699077,2.199111303787368,3185668.0,,,,,-6969482.0,6617784.0,-13587266.0,,-6643992.0,,-1384.0,,,0.6880900757704562,0.1562605728374406,0.0387664850579933,0.2566155228010747,0.4917869467925737,1.8771371485206148,6.066428177954967,2649219293.848858,605379364.0,694021641.0,1472514492.0,41.11194608195408,0.8722773588554423,0.8392577958843815,3.225557289204971,7.654024285483821,2.807292415258848,1.8004671443930145,2692714067.622009,694021641.0,8.977334095294207,826946910.0,215163328.0,90674084.0,247221001.0,385467540.0,,,,,,,,
